Chart,Alert_ID,Tool,Resource,Query,Original_YAML
umsapp,CKV_K8S_11,checkov,"['StatefulSet/default/umsapp-mysql', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following StatefulSet YAML resource because cpu limits should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'mysql', 'image': 'docker.io/bitnami/mysql:8.0.34-debian-11-r4', 'imagePullPolicy': 'IfNotPresent', 'securityContext': {'runAsNonRoot': True, 'runAsUser': 1001}, 'env': [{'name': 'BITNAMI_DEBUG', 'value': 'false'}, {'name': 'MYSQL_ROOT_PASSWORD', 'valueFrom': {'secretKeyRef': {'name': 'umsapp-mysql', 'key': 'mysql-root-password'}}}, {'name': 'MYSQL_DATABASE', 'value': 'webappdb'}], 'envFrom': None, 'ports': [{'name': 'mysql', 'containerPort': 3306}], 'livenessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'readinessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'startupProbe': {'failureThreshold': 10, 'initialDelaySeconds': 15, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'resources': {'limits': {}, 'requests': {}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/bitnami/mysql'}, {'name': 'config', 'mountPath': '/opt/bitnami/mysql/conf/my.cnf', 'subPath': 'my.cnf'}]}"
umsapp,CKV_K8S_38,checkov,"['StatefulSet/default/umsapp-mysql', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following StatefulSet YAML resource because ensure that service account tokens are only mounted where necessary. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'StatefulSet', 'metadata': {'name': 'umsapp-mysql', 'namespace': 'default', 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'replicas': 1, 'podManagementPolicy': '', 'selector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}}, 'serviceName': 'umsapp-mysql', 'updateStrategy': {'type': 'RollingUpdate'}, 'template': {'metadata': {'annotations': {'checksum/configuration': '7a71e10e53e9bb10b3df05dfa4e37dec044a2885b27bcb68d501dcb0f36c1849'}, 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'serviceAccountName': 'umsapp-mysql', 'affinity': {'podAffinity': None, 'podAntiAffinity': {'preferredDuringSchedulingIgnoredDuringExecution': [{'podAffinityTerm': {'labelSelector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp'}}, 'topologyKey': 'kubernetes.io/hostname'}, 'weight': 1}]}, 'nodeAffinity': None}, 'securityContext': {'fsGroup': 1001}, 'initContainers': None, 'containers': [{'name': 'mysql', 'image': 'docker.io/bitnami/mysql:8.0.34-debian-11-r4', 'imagePullPolicy': 'IfNotPresent', 'securityContext': {'runAsNonRoot': True, 'runAsUser': 1001}, 'env': [{'name': 'BITNAMI_DEBUG', 'value': 'false'}, {'name': 'MYSQL_ROOT_PASSWORD', 'valueFrom': {'secretKeyRef': {'name': 'umsapp-mysql', 'key': 'mysql-root-password'}}}, {'name': 'MYSQL_DATABASE', 'value': 'webappdb'}], 'envFrom': None, 'ports': [{'name': 'mysql', 'containerPort': 3306}], 'livenessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'readinessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'startupProbe': {'failureThreshold': 10, 'initialDelaySeconds': 15, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'resources': {'limits': {}, 'requests': {}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/bitnami/mysql'}, {'name': 'config', 'mountPath': '/opt/bitnami/mysql/conf/my.cnf', 'subPath': 'my.cnf'}]}], 'volumes': [{'name': 'config', 'configMap': {'name': 'umsapp-mysql'}}]}}, 'volumeClaimTemplates': [{'metadata': {'name': 'data', 'labels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}, 'annotations': None}, 'spec': {'accessModes': ['ReadWriteOnce'], 'resources': {'requests': {'storage': '8Gi'}}}}]}}"
umsapp,CKV_K8S_22,checkov,"['StatefulSet/default/umsapp-mysql', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following StatefulSet YAML resource because use read-only filesystem for containers where possible. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'mysql', 'image': 'docker.io/bitnami/mysql:8.0.34-debian-11-r4', 'imagePullPolicy': 'IfNotPresent', 'securityContext': {'runAsNonRoot': True, 'runAsUser': 1001}, 'env': [{'name': 'BITNAMI_DEBUG', 'value': 'false'}, {'name': 'MYSQL_ROOT_PASSWORD', 'valueFrom': {'secretKeyRef': {'name': 'umsapp-mysql', 'key': 'mysql-root-password'}}}, {'name': 'MYSQL_DATABASE', 'value': 'webappdb'}], 'envFrom': None, 'ports': [{'name': 'mysql', 'containerPort': 3306}], 'livenessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'readinessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'startupProbe': {'failureThreshold': 10, 'initialDelaySeconds': 15, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'resources': {'limits': {}, 'requests': {}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/bitnami/mysql'}, {'name': 'config', 'mountPath': '/opt/bitnami/mysql/conf/my.cnf', 'subPath': 'my.cnf'}]}"
umsapp,CKV_K8S_21,checkov,"['StatefulSet/default/umsapp-mysql', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following StatefulSet YAML resource because the default namespace should not be used. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'StatefulSet', 'metadata': {'name': 'umsapp-mysql', 'namespace': 'default', 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'replicas': 1, 'podManagementPolicy': '', 'selector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}}, 'serviceName': 'umsapp-mysql', 'updateStrategy': {'type': 'RollingUpdate'}, 'template': {'metadata': {'annotations': {'checksum/configuration': '7a71e10e53e9bb10b3df05dfa4e37dec044a2885b27bcb68d501dcb0f36c1849'}, 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'serviceAccountName': 'umsapp-mysql', 'affinity': {'podAffinity': None, 'podAntiAffinity': {'preferredDuringSchedulingIgnoredDuringExecution': [{'podAffinityTerm': {'labelSelector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp'}}, 'topologyKey': 'kubernetes.io/hostname'}, 'weight': 1}]}, 'nodeAffinity': None}, 'securityContext': {'fsGroup': 1001}, 'initContainers': None, 'containers': [{'name': 'mysql', 'image': 'docker.io/bitnami/mysql:8.0.34-debian-11-r4', 'imagePullPolicy': 'IfNotPresent', 'securityContext': {'runAsNonRoot': True, 'runAsUser': 1001}, 'env': [{'name': 'BITNAMI_DEBUG', 'value': 'false'}, {'name': 'MYSQL_ROOT_PASSWORD', 'valueFrom': {'secretKeyRef': {'name': 'umsapp-mysql', 'key': 'mysql-root-password'}}}, {'name': 'MYSQL_DATABASE', 'value': 'webappdb'}], 'envFrom': None, 'ports': [{'name': 'mysql', 'containerPort': 3306}], 'livenessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'readinessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'startupProbe': {'failureThreshold': 10, 'initialDelaySeconds': 15, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'resources': {'limits': {}, 'requests': {}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/bitnami/mysql'}, {'name': 'config', 'mountPath': '/opt/bitnami/mysql/conf/my.cnf', 'subPath': 'my.cnf'}]}], 'volumes': [{'name': 'config', 'configMap': {'name': 'umsapp-mysql'}}]}}, 'volumeClaimTemplates': [{'metadata': {'name': 'data', 'labels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}, 'annotations': None}, 'spec': {'accessModes': ['ReadWriteOnce'], 'resources': {'requests': {'storage': '8Gi'}}}}]}}"
umsapp,CKV_K8S_12,checkov,"['StatefulSet/default/umsapp-mysql', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following StatefulSet YAML resource because memory requests should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'mysql', 'image': 'docker.io/bitnami/mysql:8.0.34-debian-11-r4', 'imagePullPolicy': 'IfNotPresent', 'securityContext': {'runAsNonRoot': True, 'runAsUser': 1001}, 'env': [{'name': 'BITNAMI_DEBUG', 'value': 'false'}, {'name': 'MYSQL_ROOT_PASSWORD', 'valueFrom': {'secretKeyRef': {'name': 'umsapp-mysql', 'key': 'mysql-root-password'}}}, {'name': 'MYSQL_DATABASE', 'value': 'webappdb'}], 'envFrom': None, 'ports': [{'name': 'mysql', 'containerPort': 3306}], 'livenessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'readinessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'startupProbe': {'failureThreshold': 10, 'initialDelaySeconds': 15, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'resources': {'limits': {}, 'requests': {}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/bitnami/mysql'}, {'name': 'config', 'mountPath': '/opt/bitnami/mysql/conf/my.cnf', 'subPath': 'my.cnf'}]}"
umsapp,CKV_K8S_43,checkov,"['StatefulSet/default/umsapp-mysql', 'spec/template/spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following StatefulSet YAML resource because image should use digest. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'mysql', 'image': 'docker.io/bitnami/mysql:8.0.34-debian-11-r4', 'imagePullPolicy': 'IfNotPresent', 'securityContext': {'runAsNonRoot': True, 'runAsUser': 1001}, 'env': [{'name': 'BITNAMI_DEBUG', 'value': 'false'}, {'name': 'MYSQL_ROOT_PASSWORD', 'valueFrom': {'secretKeyRef': {'name': 'umsapp-mysql', 'key': 'mysql-root-password'}}}, {'name': 'MYSQL_DATABASE', 'value': 'webappdb'}], 'envFrom': None, 'ports': [{'name': 'mysql', 'containerPort': 3306}], 'livenessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'readinessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'startupProbe': {'failureThreshold': 10, 'initialDelaySeconds': 15, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'resources': {'limits': {}, 'requests': {}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/bitnami/mysql'}, {'name': 'config', 'mountPath': '/opt/bitnami/mysql/conf/my.cnf', 'subPath': 'my.cnf'}]}"
umsapp,CKV_K8S_40,checkov,"['StatefulSet/default/umsapp-mysql', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following StatefulSet YAML resource because containers should run as a high uid to avoid host conflict. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'apps/v1', 'kind': 'StatefulSet', 'metadata': {'name': 'umsapp-mysql', 'namespace': 'default', 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'replicas': 1, 'podManagementPolicy': '', 'selector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}}, 'serviceName': 'umsapp-mysql', 'updateStrategy': {'type': 'RollingUpdate'}, 'template': {'metadata': {'annotations': {'checksum/configuration': '7a71e10e53e9bb10b3df05dfa4e37dec044a2885b27bcb68d501dcb0f36c1849'}, 'labels': {'app.kubernetes.io/name': 'mysql', 'helm.sh/chart': 'mysql-9.10.8', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/managed-by': 'Helm', 'app.kubernetes.io/component': 'primary'}}, 'spec': {'serviceAccountName': 'umsapp-mysql', 'affinity': {'podAffinity': None, 'podAntiAffinity': {'preferredDuringSchedulingIgnoredDuringExecution': [{'podAffinityTerm': {'labelSelector': {'matchLabels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp'}}, 'topologyKey': 'kubernetes.io/hostname'}, 'weight': 1}]}, 'nodeAffinity': None}, 'securityContext': {'fsGroup': 1001}, 'initContainers': None, 'containers': [{'name': 'mysql', 'image': 'docker.io/bitnami/mysql:8.0.34-debian-11-r4', 'imagePullPolicy': 'IfNotPresent', 'securityContext': {'runAsNonRoot': True, 'runAsUser': 1001}, 'env': [{'name': 'BITNAMI_DEBUG', 'value': 'false'}, {'name': 'MYSQL_ROOT_PASSWORD', 'valueFrom': {'secretKeyRef': {'name': 'umsapp-mysql', 'key': 'mysql-root-password'}}}, {'name': 'MYSQL_DATABASE', 'value': 'webappdb'}], 'envFrom': None, 'ports': [{'name': 'mysql', 'containerPort': 3306}], 'livenessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'readinessProbe': {'failureThreshold': 3, 'initialDelaySeconds': 5, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'startupProbe': {'failureThreshold': 10, 'initialDelaySeconds': 15, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 1, 'exec': {'command': ['/bin/bash', '-ec', 'password_aux=""${MYSQL_ROOT_PASSWORD:-}""\nif [[ -f ""${MYSQL_ROOT_PASSWORD_FILE:-}"" ]]; then\n    password_aux=$(cat ""$MYSQL_ROOT_PASSWORD_FILE"")\nfi\nmysqladmin status -uroot -p""${password_aux}""\n']}}, 'resources': {'limits': {}, 'requests': {}}, 'volumeMounts': [{'name': 'data', 'mountPath': '/bitnami/mysql'}, {'name': 'config', 'mountPath': '/opt/bitnami/mysql/conf/my.cnf', 'subPath': 'my.cnf'}]}], 'volumes': [{'name': 'config', 'configMap': {'name': 'umsapp-mysql'}}]}}, 'volumeClaimTemplates': [{'metadata': {'name': 'data', 'labels': {'app.kubernetes.io/name': 'mysql', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/component': 'primary'}, 'annotations': None}, 'spec': {'accessModes': ['ReadWriteOnce'], 'resources': {'requests': {'storage': '8Gi'}}}}]}}"
umsapp,CKV_K8S_13,checkov,"['Pod/default/umsapp-test-connection', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because memory limits should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}"
umsapp,CKV_K8S_37,checkov,"['Pod/default/umsapp-test-connection', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because minimize the admission of containers with capabilities assigned. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}"
umsapp,CKV_K8S_10,checkov,"['Pod/default/umsapp-test-connection', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because cpu requests should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}"
umsapp,CKV_K8S_30,checkov,"['Pod/default/umsapp-test-connection', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because apply security context to your containers. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}"
umsapp,CKV_K8S_9,checkov,"['Pod/default/umsapp-test-connection', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because readiness probe should be configured. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}"
umsapp,CKV_K8S_31,checkov,"['Pod/default/umsapp-test-connection', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because ensure that the seccomp profile is set to docker/default or runtime/default. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'umsapp-test-connection', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}], 'restartPolicy': 'Never'}}"
umsapp,CKV_K8S_29,checkov,"['Pod/default/umsapp-test-connection', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because apply security context to your pods and containers. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'umsapp-test-connection', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}], 'restartPolicy': 'Never'}}"
umsapp,CKV_K8S_28,checkov,"['Pod/default/umsapp-test-connection', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because minimize the admission of containers with the net_raw capability. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}"
umsapp,CKV_K8S_23,checkov,"['Pod/default/umsapp-test-connection', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because minimize the admission of root containers. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'umsapp-test-connection', 'labels': {'helm.sh/chart': 'umsapp-1.0.0', 'app.kubernetes.io/name': 'umsapp', 'app.kubernetes.io/instance': 'umsapp', 'app.kubernetes.io/version': '1.0.0', 'app.kubernetes.io/managed-by': 'Helm'}, 'annotations': {'helm.sh/hook': 'test'}}, 'spec': {'containers': [{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}], 'restartPolicy': 'Never'}}"
umsapp,CKV_K8S_20,checkov,"['Pod/default/umsapp-test-connection', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because containers should not run with allowprivilegeescalation. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}"
umsapp,CKV_K8S_11,checkov,"['Pod/default/umsapp-test-connection', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because cpu limits should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'wget', 'image': 'busybox', 'command': ['wget'], 'args': ['umsapp:8080']}"
