Chart,Tool,Alert_ID,Standard_ID,CIS_Cluster,Description,Resource,Original_YAML,Characters
sorry-cypress,checkov,CKV_K8S_29,check_30,General Policies,Apply security context to your pods and containers,"['Deployment/default/sorry-cypress-api', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'sorry-cypress-api', 'labels': {'helm.sh/chart': 'sorry-cypress-1.20.0', 'app.kubernetes.io/name': 'sorry-cypress', 'app.kubernetes.io/instance': 'sorry-cypress', 'app.kubernetes.io/version': '2.5.11', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'template': {'metadata': {'name': 'sorry-cypress-api', 'labels': {'app': 'sorry-cypress-api'}}, 'spec': {'nodeSelector': {}, 'affinity': {'podAntiAffinity': {'requiredDuringSchedulingIgnoredDuringExecution': [{'labelSelector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'topologyKey': 'kubernetes.io/hostname'}], 'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'topologyKey': 'topology.kubernetes.io/zone'}}]}}, 'containers': [{'env': [{'name': 'APOLLO_PLAYGROUND', 'value': 'false'}, {'name': 'PAGE_ITEMS_LIMIT', 'value': '10'}, {'name': 'MONGODB_DATABASE', 'value': 'sorry-cypress'}, {'name': 'MONGODB_URI', 'value': 'mongodb://sorry-cypress-mongodb-0:27017'}], 'image': 'agoldis/sorry-cypress-api:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-api', 'ports': [{'containerPort': 4000}], 'resources': {}, 'securityContext': {}, 'readinessProbe': {'httpGet': {'path': '/.well-known/apollo/server-health', 'port': 4000}, 'periodSeconds': 5, 'timeoutSeconds': 3, 'successThreshold': 2, 'failureThreshold': 5}}], 'restartPolicy': 'Always', 'serviceAccountName': '', 'volumes': None}}}}",1600
sorry-cypress,checkov,CKV_K8S_28,check_34,Pod Security Policy,Minimize the admission of containers with the NET_RAW capability,"['Deployment/default/sorry-cypress-api', 'spec/template/spec/containers/0']","{'env': [{'name': 'APOLLO_PLAYGROUND', 'value': 'false'}, {'name': 'PAGE_ITEMS_LIMIT', 'value': '10'}, {'name': 'MONGODB_DATABASE', 'value': 'sorry-cypress'}, {'name': 'MONGODB_URI', 'value': 'mongodb://sorry-cypress-mongodb-0:27017'}], 'image': 'agoldis/sorry-cypress-api:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-api', 'ports': [{'containerPort': 4000}], 'resources': {}, 'securityContext': {}, 'readinessProbe': {'httpGet': {'path': '/.well-known/apollo/server-health', 'port': 4000}, 'periodSeconds': 5, 'timeoutSeconds': 3, 'successThreshold': 2, 'failureThreshold': 5}}",594
sorry-cypress,checkov,CKV_K8S_23,check_28,Pod Security Policy,Minimize the admission of root containers,"['Deployment/default/sorry-cypress-api', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'sorry-cypress-api', 'labels': {'helm.sh/chart': 'sorry-cypress-1.20.0', 'app.kubernetes.io/name': 'sorry-cypress', 'app.kubernetes.io/instance': 'sorry-cypress', 'app.kubernetes.io/version': '2.5.11', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'template': {'metadata': {'name': 'sorry-cypress-api', 'labels': {'app': 'sorry-cypress-api'}}, 'spec': {'nodeSelector': {}, 'affinity': {'podAntiAffinity': {'requiredDuringSchedulingIgnoredDuringExecution': [{'labelSelector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'topologyKey': 'kubernetes.io/hostname'}], 'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'topologyKey': 'topology.kubernetes.io/zone'}}]}}, 'containers': [{'env': [{'name': 'APOLLO_PLAYGROUND', 'value': 'false'}, {'name': 'PAGE_ITEMS_LIMIT', 'value': '10'}, {'name': 'MONGODB_DATABASE', 'value': 'sorry-cypress'}, {'name': 'MONGODB_URI', 'value': 'mongodb://sorry-cypress-mongodb-0:27017'}], 'image': 'agoldis/sorry-cypress-api:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-api', 'ports': [{'containerPort': 4000}], 'resources': {}, 'securityContext': {}, 'readinessProbe': {'httpGet': {'path': '/.well-known/apollo/server-health', 'port': 4000}, 'periodSeconds': 5, 'timeoutSeconds': 3, 'successThreshold': 2, 'failureThreshold': 5}}], 'restartPolicy': 'Always', 'serviceAccountName': '', 'volumes': None}}}}",1600
sorry-cypress,checkov,CKV_K8S_20,check_22,Pod Security Policy,Containers should not run with allowPrivilegeEscalation,"['Deployment/default/sorry-cypress-api', 'spec/template/spec/containers/0']","{'env': [{'name': 'APOLLO_PLAYGROUND', 'value': 'false'}, {'name': 'PAGE_ITEMS_LIMIT', 'value': '10'}, {'name': 'MONGODB_DATABASE', 'value': 'sorry-cypress'}, {'name': 'MONGODB_URI', 'value': 'mongodb://sorry-cypress-mongodb-0:27017'}], 'image': 'agoldis/sorry-cypress-api:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-api', 'ports': [{'containerPort': 4000}], 'resources': {}, 'securityContext': {}, 'readinessProbe': {'httpGet': {'path': '/.well-known/apollo/server-health', 'port': 4000}, 'periodSeconds': 5, 'timeoutSeconds': 3, 'successThreshold': 2, 'failureThreshold': 5}}",594
sorry-cypress,checkov,CKV_K8S_11,check_5,N/A,CPU limits should be set,"['Deployment/default/sorry-cypress-api', 'spec/template/spec/containers/0']","{'env': [{'name': 'APOLLO_PLAYGROUND', 'value': 'false'}, {'name': 'PAGE_ITEMS_LIMIT', 'value': '10'}, {'name': 'MONGODB_DATABASE', 'value': 'sorry-cypress'}, {'name': 'MONGODB_URI', 'value': 'mongodb://sorry-cypress-mongodb-0:27017'}], 'image': 'agoldis/sorry-cypress-api:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-api', 'ports': [{'containerPort': 4000}], 'resources': {}, 'securityContext': {}, 'readinessProbe': {'httpGet': {'path': '/.well-known/apollo/server-health', 'port': 4000}, 'periodSeconds': 5, 'timeoutSeconds': 3, 'successThreshold': 2, 'failureThreshold': 5}}",594
sorry-cypress,checkov,CKV_K8S_38,check_35,RBAC and Service Accounts,Ensure that Service Account Tokens are only mounted where necessary,"['Deployment/default/sorry-cypress-api', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'sorry-cypress-api', 'labels': {'helm.sh/chart': 'sorry-cypress-1.20.0', 'app.kubernetes.io/name': 'sorry-cypress', 'app.kubernetes.io/instance': 'sorry-cypress', 'app.kubernetes.io/version': '2.5.11', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'template': {'metadata': {'name': 'sorry-cypress-api', 'labels': {'app': 'sorry-cypress-api'}}, 'spec': {'nodeSelector': {}, 'affinity': {'podAntiAffinity': {'requiredDuringSchedulingIgnoredDuringExecution': [{'labelSelector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'topologyKey': 'kubernetes.io/hostname'}], 'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'topologyKey': 'topology.kubernetes.io/zone'}}]}}, 'containers': [{'env': [{'name': 'APOLLO_PLAYGROUND', 'value': 'false'}, {'name': 'PAGE_ITEMS_LIMIT', 'value': '10'}, {'name': 'MONGODB_DATABASE', 'value': 'sorry-cypress'}, {'name': 'MONGODB_URI', 'value': 'mongodb://sorry-cypress-mongodb-0:27017'}], 'image': 'agoldis/sorry-cypress-api:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-api', 'ports': [{'containerPort': 4000}], 'resources': {}, 'securityContext': {}, 'readinessProbe': {'httpGet': {'path': '/.well-known/apollo/server-health', 'port': 4000}, 'periodSeconds': 5, 'timeoutSeconds': 3, 'successThreshold': 2, 'failureThreshold': 5}}], 'restartPolicy': 'Always', 'serviceAccountName': '', 'volumes': None}}}}",1600
sorry-cypress,checkov,CKV_K8S_22,check_27,N/A,Use read-only filesystem for containers where possible,"['Deployment/default/sorry-cypress-api', 'spec/template/spec/containers/0']","{'env': [{'name': 'APOLLO_PLAYGROUND', 'value': 'false'}, {'name': 'PAGE_ITEMS_LIMIT', 'value': '10'}, {'name': 'MONGODB_DATABASE', 'value': 'sorry-cypress'}, {'name': 'MONGODB_URI', 'value': 'mongodb://sorry-cypress-mongodb-0:27017'}], 'image': 'agoldis/sorry-cypress-api:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-api', 'ports': [{'containerPort': 4000}], 'resources': {}, 'securityContext': {}, 'readinessProbe': {'httpGet': {'path': '/.well-known/apollo/server-health', 'port': 4000}, 'periodSeconds': 5, 'timeoutSeconds': 3, 'successThreshold': 2, 'failureThreshold': 5}}",594
sorry-cypress,checkov,CKV_K8S_8,check_7,N/A,Liveness Probe Should be Configured,"['Deployment/default/sorry-cypress-api', 'spec/template/spec/containers/0']","{'env': [{'name': 'APOLLO_PLAYGROUND', 'value': 'false'}, {'name': 'PAGE_ITEMS_LIMIT', 'value': '10'}, {'name': 'MONGODB_DATABASE', 'value': 'sorry-cypress'}, {'name': 'MONGODB_URI', 'value': 'mongodb://sorry-cypress-mongodb-0:27017'}], 'image': 'agoldis/sorry-cypress-api:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-api', 'ports': [{'containerPort': 4000}], 'resources': {}, 'securityContext': {}, 'readinessProbe': {'httpGet': {'path': '/.well-known/apollo/server-health', 'port': 4000}, 'periodSeconds': 5, 'timeoutSeconds': 3, 'successThreshold': 2, 'failureThreshold': 5}}",594
sorry-cypress,checkov,CKV_K8S_21,check_26,General Policies,The default namespace should not be used,"['Deployment/default/sorry-cypress-api', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'sorry-cypress-api', 'labels': {'helm.sh/chart': 'sorry-cypress-1.20.0', 'app.kubernetes.io/name': 'sorry-cypress', 'app.kubernetes.io/instance': 'sorry-cypress', 'app.kubernetes.io/version': '2.5.11', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'template': {'metadata': {'name': 'sorry-cypress-api', 'labels': {'app': 'sorry-cypress-api'}}, 'spec': {'nodeSelector': {}, 'affinity': {'podAntiAffinity': {'requiredDuringSchedulingIgnoredDuringExecution': [{'labelSelector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'topologyKey': 'kubernetes.io/hostname'}], 'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'topologyKey': 'topology.kubernetes.io/zone'}}]}}, 'containers': [{'env': [{'name': 'APOLLO_PLAYGROUND', 'value': 'false'}, {'name': 'PAGE_ITEMS_LIMIT', 'value': '10'}, {'name': 'MONGODB_DATABASE', 'value': 'sorry-cypress'}, {'name': 'MONGODB_URI', 'value': 'mongodb://sorry-cypress-mongodb-0:27017'}], 'image': 'agoldis/sorry-cypress-api:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-api', 'ports': [{'containerPort': 4000}], 'resources': {}, 'securityContext': {}, 'readinessProbe': {'httpGet': {'path': '/.well-known/apollo/server-health', 'port': 4000}, 'periodSeconds': 5, 'timeoutSeconds': 3, 'successThreshold': 2, 'failureThreshold': 5}}], 'restartPolicy': 'Always', 'serviceAccountName': '', 'volumes': None}}}}",1600
sorry-cypress,checkov,CKV_K8S_43,check_9,N/A,Image should use digest,"['Deployment/default/sorry-cypress-api', 'spec/template/spec/containers/0']","{'env': [{'name': 'APOLLO_PLAYGROUND', 'value': 'false'}, {'name': 'PAGE_ITEMS_LIMIT', 'value': '10'}, {'name': 'MONGODB_DATABASE', 'value': 'sorry-cypress'}, {'name': 'MONGODB_URI', 'value': 'mongodb://sorry-cypress-mongodb-0:27017'}], 'image': 'agoldis/sorry-cypress-api:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-api', 'ports': [{'containerPort': 4000}], 'resources': {}, 'securityContext': {}, 'readinessProbe': {'httpGet': {'path': '/.well-known/apollo/server-health', 'port': 4000}, 'periodSeconds': 5, 'timeoutSeconds': 3, 'successThreshold': 2, 'failureThreshold': 5}}",594
sorry-cypress,checkov,CKV_K8S_40,check_13,N/A,Containers should run as a high UID to avoid host conflict,"['Deployment/default/sorry-cypress-api', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'sorry-cypress-api', 'labels': {'helm.sh/chart': 'sorry-cypress-1.20.0', 'app.kubernetes.io/name': 'sorry-cypress', 'app.kubernetes.io/instance': 'sorry-cypress', 'app.kubernetes.io/version': '2.5.11', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'template': {'metadata': {'name': 'sorry-cypress-api', 'labels': {'app': 'sorry-cypress-api'}}, 'spec': {'nodeSelector': {}, 'affinity': {'podAntiAffinity': {'requiredDuringSchedulingIgnoredDuringExecution': [{'labelSelector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'topologyKey': 'kubernetes.io/hostname'}], 'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchLabels': {'app': 'sorry-cypress-api'}}, 'topologyKey': 'topology.kubernetes.io/zone'}}]}}, 'containers': [{'env': [{'name': 'APOLLO_PLAYGROUND', 'value': 'false'}, {'name': 'PAGE_ITEMS_LIMIT', 'value': '10'}, {'name': 'MONGODB_DATABASE', 'value': 'sorry-cypress'}, {'name': 'MONGODB_URI', 'value': 'mongodb://sorry-cypress-mongodb-0:27017'}], 'image': 'agoldis/sorry-cypress-api:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-api', 'ports': [{'containerPort': 4000}], 'resources': {}, 'securityContext': {}, 'readinessProbe': {'httpGet': {'path': '/.well-known/apollo/server-health', 'port': 4000}, 'periodSeconds': 5, 'timeoutSeconds': 3, 'successThreshold': 2, 'failureThreshold': 5}}], 'restartPolicy': 'Always', 'serviceAccountName': '', 'volumes': None}}}}",1600
sorry-cypress,checkov,CKV_K8S_13,check_2,N/A,Memory limits should be set,"['Deployment/default/sorry-cypress-dashboard', 'spec/template/spec/containers/0']","{'env': [{'name': 'GRAPHQL_SCHEMA_URL', 'value': ''}, {'name': 'PORT', 'value': '8080'}], 'image': 'agoldis/sorry-cypress-dashboard:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-dashboard', 'ports': [{'containerPort': 8080}], 'readinessProbe': {'httpGet': {'path': '/', 'port': 8080}, 'periodSeconds': 10, 'timeoutSeconds': 5, 'successThreshold': 2, 'failureThreshold': 5}, 'resources': {}, 'securityContext': {}}",428
sorry-cypress,checkov,CKV_K8S_37,check_34,Pod Security Policy,Minimize the admission of containers with capabilities assigned,"['Deployment/default/sorry-cypress-dashboard', 'spec/template/spec/containers/0']","{'env': [{'name': 'GRAPHQL_SCHEMA_URL', 'value': ''}, {'name': 'PORT', 'value': '8080'}], 'image': 'agoldis/sorry-cypress-dashboard:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-dashboard', 'ports': [{'containerPort': 8080}], 'readinessProbe': {'httpGet': {'path': '/', 'port': 8080}, 'periodSeconds': 10, 'timeoutSeconds': 5, 'successThreshold': 2, 'failureThreshold': 5}, 'resources': {}, 'securityContext': {}}",428
sorry-cypress,checkov,CKV_K8S_31,check_31,General Policies,Ensure that the seccomp profile is set to docker/default or runtime/default,"['Deployment/default/sorry-cypress-dashboard', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'sorry-cypress-dashboard', 'labels': {'helm.sh/chart': 'sorry-cypress-1.20.0', 'app.kubernetes.io/name': 'sorry-cypress', 'app.kubernetes.io/instance': 'sorry-cypress', 'app.kubernetes.io/version': '2.5.11', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'template': {'metadata': {'name': 'sorry-cypress-dashboard', 'labels': {'app': 'sorry-cypress-dashboard'}}, 'spec': {'nodeSelector': {}, 'affinity': {'podAntiAffinity': {'requiredDuringSchedulingIgnoredDuringExecution': [{'labelSelector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'topologyKey': 'kubernetes.io/hostname'}], 'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'topologyKey': 'topology.kubernetes.io/zone'}}]}}, 'containers': [{'env': [{'name': 'GRAPHQL_SCHEMA_URL', 'value': ''}, {'name': 'PORT', 'value': '8080'}], 'image': 'agoldis/sorry-cypress-dashboard:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-dashboard', 'ports': [{'containerPort': 8080}], 'readinessProbe': {'httpGet': {'path': '/', 'port': 8080}, 'periodSeconds': 10, 'timeoutSeconds': 5, 'successThreshold': 2, 'failureThreshold': 5}, 'resources': {}, 'securityContext': {}}], 'restartPolicy': 'Always', 'serviceAccountName': '', 'volumes': None}}}}",1470
sorry-cypress,checkov,CKV_K8S_29,check_30,General Policies,Apply security context to your pods and containers,"['Deployment/default/sorry-cypress-dashboard', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'sorry-cypress-dashboard', 'labels': {'helm.sh/chart': 'sorry-cypress-1.20.0', 'app.kubernetes.io/name': 'sorry-cypress', 'app.kubernetes.io/instance': 'sorry-cypress', 'app.kubernetes.io/version': '2.5.11', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'template': {'metadata': {'name': 'sorry-cypress-dashboard', 'labels': {'app': 'sorry-cypress-dashboard'}}, 'spec': {'nodeSelector': {}, 'affinity': {'podAntiAffinity': {'requiredDuringSchedulingIgnoredDuringExecution': [{'labelSelector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'topologyKey': 'kubernetes.io/hostname'}], 'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'topologyKey': 'topology.kubernetes.io/zone'}}]}}, 'containers': [{'env': [{'name': 'GRAPHQL_SCHEMA_URL', 'value': ''}, {'name': 'PORT', 'value': '8080'}], 'image': 'agoldis/sorry-cypress-dashboard:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-dashboard', 'ports': [{'containerPort': 8080}], 'readinessProbe': {'httpGet': {'path': '/', 'port': 8080}, 'periodSeconds': 10, 'timeoutSeconds': 5, 'successThreshold': 2, 'failureThreshold': 5}, 'resources': {}, 'securityContext': {}}], 'restartPolicy': 'Always', 'serviceAccountName': '', 'volumes': None}}}}",1470
sorry-cypress,checkov,CKV_K8S_28,check_34,Pod Security Policy,Minimize the admission of containers with the NET_RAW capability,"['Deployment/default/sorry-cypress-dashboard', 'spec/template/spec/containers/0']","{'env': [{'name': 'GRAPHQL_SCHEMA_URL', 'value': ''}, {'name': 'PORT', 'value': '8080'}], 'image': 'agoldis/sorry-cypress-dashboard:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-dashboard', 'ports': [{'containerPort': 8080}], 'readinessProbe': {'httpGet': {'path': '/', 'port': 8080}, 'periodSeconds': 10, 'timeoutSeconds': 5, 'successThreshold': 2, 'failureThreshold': 5}, 'resources': {}, 'securityContext': {}}",428
sorry-cypress,checkov,CKV_K8S_23,check_28,Pod Security Policy,Minimize the admission of root containers,"['Deployment/default/sorry-cypress-dashboard', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'sorry-cypress-dashboard', 'labels': {'helm.sh/chart': 'sorry-cypress-1.20.0', 'app.kubernetes.io/name': 'sorry-cypress', 'app.kubernetes.io/instance': 'sorry-cypress', 'app.kubernetes.io/version': '2.5.11', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'template': {'metadata': {'name': 'sorry-cypress-dashboard', 'labels': {'app': 'sorry-cypress-dashboard'}}, 'spec': {'nodeSelector': {}, 'affinity': {'podAntiAffinity': {'requiredDuringSchedulingIgnoredDuringExecution': [{'labelSelector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'topologyKey': 'kubernetes.io/hostname'}], 'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'topologyKey': 'topology.kubernetes.io/zone'}}]}}, 'containers': [{'env': [{'name': 'GRAPHQL_SCHEMA_URL', 'value': ''}, {'name': 'PORT', 'value': '8080'}], 'image': 'agoldis/sorry-cypress-dashboard:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-dashboard', 'ports': [{'containerPort': 8080}], 'readinessProbe': {'httpGet': {'path': '/', 'port': 8080}, 'periodSeconds': 10, 'timeoutSeconds': 5, 'successThreshold': 2, 'failureThreshold': 5}, 'resources': {}, 'securityContext': {}}], 'restartPolicy': 'Always', 'serviceAccountName': '', 'volumes': None}}}}",1470
sorry-cypress,checkov,CKV_K8S_20,check_22,Pod Security Policy,Containers should not run with allowPrivilegeEscalation,"['Deployment/default/sorry-cypress-dashboard', 'spec/template/spec/containers/0']","{'env': [{'name': 'GRAPHQL_SCHEMA_URL', 'value': ''}, {'name': 'PORT', 'value': '8080'}], 'image': 'agoldis/sorry-cypress-dashboard:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-dashboard', 'ports': [{'containerPort': 8080}], 'readinessProbe': {'httpGet': {'path': '/', 'port': 8080}, 'periodSeconds': 10, 'timeoutSeconds': 5, 'successThreshold': 2, 'failureThreshold': 5}, 'resources': {}, 'securityContext': {}}",428
sorry-cypress,checkov,CKV_K8S_11,check_5,N/A,CPU limits should be set,"['Deployment/default/sorry-cypress-dashboard', 'spec/template/spec/containers/0']","{'env': [{'name': 'GRAPHQL_SCHEMA_URL', 'value': ''}, {'name': 'PORT', 'value': '8080'}], 'image': 'agoldis/sorry-cypress-dashboard:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-dashboard', 'ports': [{'containerPort': 8080}], 'readinessProbe': {'httpGet': {'path': '/', 'port': 8080}, 'periodSeconds': 10, 'timeoutSeconds': 5, 'successThreshold': 2, 'failureThreshold': 5}, 'resources': {}, 'securityContext': {}}",428
sorry-cypress,checkov,CKV_K8S_38,check_35,RBAC and Service Accounts,Ensure that Service Account Tokens are only mounted where necessary,"['Deployment/default/sorry-cypress-dashboard', '']","{'apiVersion': 'apps/v1', 'kind': 'Deployment', 'metadata': {'name': 'sorry-cypress-dashboard', 'labels': {'helm.sh/chart': 'sorry-cypress-1.20.0', 'app.kubernetes.io/name': 'sorry-cypress', 'app.kubernetes.io/instance': 'sorry-cypress', 'app.kubernetes.io/version': '2.5.11', 'app.kubernetes.io/managed-by': 'Helm'}}, 'spec': {'replicas': 1, 'selector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'template': {'metadata': {'name': 'sorry-cypress-dashboard', 'labels': {'app': 'sorry-cypress-dashboard'}}, 'spec': {'nodeSelector': {}, 'affinity': {'podAntiAffinity': {'requiredDuringSchedulingIgnoredDuringExecution': [{'labelSelector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'topologyKey': 'kubernetes.io/hostname'}], 'preferredDuringSchedulingIgnoredDuringExecution': [{'weight': 100, 'podAffinityTerm': {'labelSelector': {'matchLabels': {'app': 'sorry-cypress-dashboard'}}, 'topologyKey': 'topology.kubernetes.io/zone'}}]}}, 'containers': [{'env': [{'name': 'GRAPHQL_SCHEMA_URL', 'value': ''}, {'name': 'PORT', 'value': '8080'}], 'image': 'agoldis/sorry-cypress-dashboard:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-dashboard', 'ports': [{'containerPort': 8080}], 'readinessProbe': {'httpGet': {'path': '/', 'port': 8080}, 'periodSeconds': 10, 'timeoutSeconds': 5, 'successThreshold': 2, 'failureThreshold': 5}, 'resources': {}, 'securityContext': {}}], 'restartPolicy': 'Always', 'serviceAccountName': '', 'volumes': None}}}}",1470
sorry-cypress,checkov,CKV_K8S_22,check_27,N/A,Use read-only filesystem for containers where possible,"['Deployment/default/sorry-cypress-dashboard', 'spec/template/spec/containers/0']","{'env': [{'name': 'GRAPHQL_SCHEMA_URL', 'value': ''}, {'name': 'PORT', 'value': '8080'}], 'image': 'agoldis/sorry-cypress-dashboard:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-dashboard', 'ports': [{'containerPort': 8080}], 'readinessProbe': {'httpGet': {'path': '/', 'port': 8080}, 'periodSeconds': 10, 'timeoutSeconds': 5, 'successThreshold': 2, 'failureThreshold': 5}, 'resources': {}, 'securityContext': {}}",428
sorry-cypress,checkov,CKV_K8S_8,check_7,N/A,Liveness Probe Should be Configured,"['Deployment/default/sorry-cypress-dashboard', 'spec/template/spec/containers/0']","{'env': [{'name': 'GRAPHQL_SCHEMA_URL', 'value': ''}, {'name': 'PORT', 'value': '8080'}], 'image': 'agoldis/sorry-cypress-dashboard:2.5.11', 'imagePullPolicy': 'Always', 'name': 'sorry-cypress-dashboard', 'ports': [{'containerPort': 8080}], 'readinessProbe': {'httpGet': {'path': '/', 'port': 8080}, 'periodSeconds': 10, 'timeoutSeconds': 5, 'successThreshold': 2, 'failureThreshold': 5}, 'resources': {}, 'securityContext': {}}",428
